id,year,month,recreation_visitors,non_recreation_visitors,recreation_hr,non_recreation_hr,concession_lodging,tent_campers,rv_campers,concession_camping,backcountry_campers,misc_campers,non_recreation_overnight_stays,total_overnight_stays,np_name
585,1984,September,925574,455445,6686661,113861,1309,23274,23370,0,5804,2217,0,55974,Great Smoky Mountain
586,1984,October,1133674,547751,7965164,136938,1413,19418,28119,0,7984,2653,0,59587,Great Smoky Mountain
587,1984,November,430276,457851,2952316,114462,205,4244,7441,0,3460,423,0,15773,Great Smoky Mountain
588,1984,December,278902,377395,1794727,94349,0,601,777,0,2321,73,0,3772,Great Smoky Mountain
589,1985,January,173985,271924,1138834,67981,0,981,624,0,1435,88,0,3128,Great Smoky Mountain
590,1985,February,198370,301342,1241597,75336,0,231,80,0,841,0,0,1152,Great Smoky Mountain
591,1985,March,421954,347502,2599796,86876,195,2035,1106,0,5342,12,0,8690,Great Smoky Mountain
592,1985,April,598858,387791,3901874,96947,1109,7376,7379,0,5320,82,0,21266,Great Smoky Mountain
593,1985,May,631697,474973,4541859,118743,1324,15029,13407,0,8335,1686,0,39781,Great Smoky Mountain
594,1985,June,1215802,520741,8605873,130185,1418,34254,25399,0,8681,3343,0,73095,Great Smoky Mountain
595,1985,July,1610633,498287,11310057,124572,1404,40810,39003,0,7824,4493,0,93534,Great Smoky Mountain
596,1985,August,1391083,504634,10306477,126159,1448,43966,41327,0,8387,5968,0,101096,Great Smoky Mountain
597,1985,September,996027,489633,7073692,122408,1321,23218,23428,0,5334,1789,0,55090,Great Smoky Mountain
598,1985,October,1340475,540276,9145341,135069,1263,23750,22797,0,8095,3624,0,59529,Great Smoky Mountain
599,1985,November,503174,396450,3295919,99113,151,4440,8579,0,3867,421,0,17458,Great Smoky Mountain
600,1985,December,237232,381800,1462814,95450,0,1165,1563,0,2032,40,0,4800,Great Smoky Mountain
601,1986,January,206496,342931,1263200,85733,0,1032,594,0,1802,0,0,3428,Great Smoky Mountain
602,1986,February,200270,328440,1202227,82110,0,579,339,0,1075,0,0,1993,Great Smoky Mountain
603,1986,March,456909,421199,2849106,105300,153,2519,898,0,6487,0,0,10057,Great Smoky Mountain
604,1986,April,648885,466645,4237689,116661,1067,5885,6097,0,4863,199,0,18111,Great Smoky Mountain
605,1986,May,825357,532563,5470954,133141,1251,7886,7938,0,7671,733,0,25479,Great Smoky Mountain
606,1986,June,1283519,598313,9123909,149578,1314,30261,30168,0,8578,3168,0,73489,Great Smoky Mountain
607,1986,July,1761918,588089,12124248,147022,1367,38546,37578,0,7828,3953,0,89272,Great Smoky Mountain
608,1986,August,1400438,672573,10299461,168143,1358,44537,38681,0,9776,4346,0,98698,Great Smoky Mountain
609,1986,September,920431,543818,6459530,135955,1321,20629,21809,0,4734,2234,0,50727,Great Smoky Mountain
610,1986,October,1285355,628931,8880706,157233,1309,20712,31297,0,9181,2358,0,64857,Great Smoky Mountain
611,1986,November,560364,476836,3646994,119209,580,5389,8626,0,4318,302,0,19215,Great Smoky Mountain
612,1986,December,286364,432993,1750239,108248,0,1229,1249,0,2062,49,0,4589,Great Smoky Mountain
613,1987,January,260147,355227,1597739,88807,0,1343,820,0,2195,27,0,4385,Great Smoky Mountain
614,1987,February,227936,365655,1398735,91414,0,523,612,0,1535,3,0,2673,Great Smoky Mountain
615,1987,March,414925,443509,2608093,110877,170,3452,1782,0,2128,33,0,7565,Great Smoky Mountain
616,1987,April,569557,485615,3959109,121404,989,8901,8147,0,11514,928,0,30479,Great Smoky Mountain
617,1987,May,868493,578820,6077400,144705,1249,19020,13223,0,8467,1521,0,43480,Great Smoky Mountain
618,1987,June,1316697,487093,9394804,121773,1349,35484,26071,0,9642,3260,0,75806,Great Smoky Mountain
619,1987,July,1627542,706799,11567915,176700,1421,41419,36305,0,9072,3312,0,91529,Great Smoky Mountain
620,1987,August,1512732,670977,11005772,167744,1308,46113,36735,0,7515,5051,0,96722,Great Smoky Mountain
621,1987,September,990046,621677,7000694,155419,1208,22652,20567,0,6777,1582,0,52786,Great Smoky Mountain
622,1987,October,1576500,630092,10659954,157523,1266,21479,30713,0,10927,2637,0,67022,Great Smoky Mountain
623,1987,November,568460,542168,3759318,135542,589,5095,7047,0,4455,725,0,17911,Great Smoky Mountain
624,1987,December,276806,429037,1728681,107259,0,1049,1119,0,2487,77,0,4732,Great Smoky Mountain
625,1988,January,170684,271622,1202012,135811,0,771,729,0,1677,35,0,3212,Great Smoky Mountain
626,1988,February,175550,471550,1218786,235775,0,453,321,0,1528,2,0,2304,Great Smoky Mountain
627,1988,March,309014,566406,2256193,283203,278,2543,1134,0,6411,61,0,10427,Great Smoky Mountain
628,1988,April,504296,724140,3886004,362070,1197,9686,9982,0,6491,1381,0,28737,Great Smoky Mountain
629,1988,May,664326,822760,5236262,411380,1333,16372,15501,0,9270,2208,0,44684,Great Smoky Mountain
630,1988,June,1245652,980636,9761881,490318,1364,37072,28562,0,9172,3977,0,80147,Great Smoky Mountain
631,1988,July,1669578,1175864,12835304,587932,1389,42909,35725,0,8811,4007,0,92841,Great Smoky Mountain
632,1988,August,1470611,1035606,11526537,517803,1347,42536,39213,0,7062,4313,0,94471,Great Smoky Mountain
633,1988,September,986914,855000,7555863,427500,1267,22413,22076,0,5137,2466,0,53359,Great Smoky Mountain
634,1988,October,969400,1050498,7622220,525249,1329,21116,29173,0,10369,2322,0,64309,Great Smoky Mountain
635,1988,November,389468,651710,2897301,325855,485,4003,6893,0,4163,627,0,16171,Great Smoky Mountain
636,1988,December,215288,521048,1507679,260524,0,644,783,0,2061,78,0,3566,Great Smoky Mountain
637,1989,January,213529,563902,1505301,281951,0,1017,1031,0,2069,53,0,4170,Great Smoky Mountain
638,1989,February,199584,458756,1385958,229378,0,486,477,0,1586,151,0,2700,Great Smoky Mountain
639,1989,March,340842,587840,2501261,293920,0,3396,2324,0,6500,131,0,12351,Great Smoky Mountain
640,1989,April,506690,724308,3874001,362154,1482,9052,10156,0,5511,1305,0,27506,Great Smoky Mountain
641,1989,May,812193,832544,6150314,416272,1355,13708,13926,0,9057,2222,0,40268,Great Smoky Mountain
642,1989,June,1195096,989640,9180898,494820,1376,27091,26030,0,8605,3239,0,66341,Great Smoky Mountain
643,1989,July,1339906,1196666,10497033,598333,1400,36053,35192,0,8000,5041,0,85686,Great Smoky Mountain
644,1989,August,1230564,1078178,9839214,539089,1386,41068,36693,0,6066,4704,0,89917,Great Smoky Mountain
645,1989,September,809478,883106,6251195,441553,1273,18467,18332,0,5697,3262,0,47031,Great Smoky Mountain
646,1989,October,1076715,1013816,8123842,506908,1296,15258,24186,0,9279,2066,0,52085,Great Smoky Mountain
647,1989,November,418785,496220,3123460,248110,474,4635,7869,0,4227,535,0,17740,Great Smoky Mountain
648,1989,December,190171,548410,1344673,274205,0,635,576,0,2631,45,0,3887,Great Smoky Mountain
649,1990,January,189278,487390,1328049,243695,0,629,520,0,2078,7,0,3234,Great Smoky Mountain
650,1990,February,234866,480572,1631294,240286,0,781,582,0,1693,0,0,3056,Great Smoky Mountain
651,1990,March,373267,592288,2750955,296144,304,4232,1878,0,7565,19,0,13998,Great Smoky Mountain
652,1990,April,596641,751032,4475405,375516,1335,8878,7963,0,7927,852,0,26955,Great Smoky Mountain
653,1990,May,626377,808392,4847878,404196,1392,13182,10494,0,9678,2267,0,37013,Great Smoky Mountain
654,1990,June,1061642,989640,8293465,494820,1379,29858,23513,0,7383,4646,0,66779,Great Smoky Mountain
655,1990,July,1394539,1114700,10926218,557350,1449,38596,34947,0,8491,6010,0,89493,Great Smoky Mountain
656,1990,August,1157840,1012148,9513864,506074,1404,45043,37913,0,9166,6098,0,99624,Great Smoky Mountain
657,1990,September,913993,911518,6984917,455759,1354,20504,18911,0,5515,2414,0,48698,Great Smoky Mountain
658,1990,October,888411,979606,6828105,489803,1334,15636,21483,0,9356,2346,0,50155,Great Smoky Mountain
659,1990,November,467715,759690,3484011,379845,465,4947,7701,0,5513,1060,0,19686,Great Smoky Mountain
660,1990,December,247200,505486,1733557,252743,0,641,869,0,2696,52,0,4258,Great Smoky Mountain
661,1991,January,192460,376360,1339232,188180,0,494,794,0,1396,0,0,2684,Great Smoky Mountain
662,1991,February,233412,463426,1617675,231713,0,553,461,0,1933,0,0,2947,Great Smoky Mountain
663,1991,March,347276,628930,2534412,314465,144,2355,1591,0,7506,140,0,11736,Great Smoky Mountain
664,1991,April,585688,715410,4395956,357705,1263,9016,7954,0,6702,1893,0,26828,Great Smoky Mountain
665,1991,May,734033,813600,5605736,406800,1407,13482,12080,0,9202,2838,0,39009,Great Smoky Mountain
666,1991,June,1035972,966444,8251944,483222,1447,31849,26584,0,8663,5485,0,74028,Great Smoky Mountain
667,1991,July,1409216,1171398,11121118,585699,1432,42816,36442,0,7293,6893,0,94876,Great Smoky Mountain
668,1991,August,1311019,996836,10476907,498418,1467,45669,33517,0,8837,6220,0,95710,Great Smoky Mountain
669,1991,September,905908,821212,6911684,410606,1285,19941,17432,0,5995,2804,0,47457,Great Smoky Mountain
670,1991,October,1141505,1005638,8679667,502819,1338,18508,24673,0,10548,3720,0,58787,Great Smoky Mountain
671,1991,November,454762,701734,3409380,350867,716,4999,7533,0,6003,1053,0,20304,Great Smoky Mountain
672,1991,December,303208,606050,2130745,303025,0,1197,953,0,3129,107,0,5386,Great Smoky Mountain
673,1992,January,284355,514136,2015595,257068,0,1144,877,0,4021,0,0,6042,Great Smoky Mountain
674,1992,February,300251,543912,2071891,271956,0,710,624,0,1832,0,0,3166,Great Smoky Mountain
675,1992,March,372618,608630,2777638,304315,227,3564,1691,0,10266,0,0,15748,Great Smoky Mountain
676,1992,April,645468,748352,4816901,374176,1322,8754,8309,0,8294,1307,0,27986,Great Smoky Mountain
677,1992,May,761708,839326,5861833,419663,1330,16455,12505,0,10926,2408,0,43624,Great Smoky Mountain
678,1992,June,1028665,981052,8173239,490526,1392,31365,22746,0,12312,4540,0,72355,Great Smoky Mountain
679,1992,July,1442585,1148124,11271527,574062,1461,41873,33930,0,8570,4589,0,90423,Great Smoky Mountain
680,1992,August,1169735,1015700,9557588,507850,1378,45417,35031,0,8092,7279,0,97197,Great Smoky Mountain
681,1992,September,923424,850164,7022243,425082,1302,20408,16278,0,5507,3427,0,46922,Great Smoky Mountain
682,1992,October,1184533,1040494,8984616,520247,1354,21675,22158,0,10807,3274,0,59268,Great Smoky Mountain
683,1992,November,471507,628230,3500288,314115,574,4614,7534,0,5543,800,0,19065,Great Smoky Mountain
684,1992,December,346841,743850,2448439,371925,0,1521,1350,0,3857,98,0,6826,Great Smoky Mountain
685,1993,January,339368,602228,2383408,301114,0,1379,1034,0,3496,0,0,5909,Great Smoky Mountain
686,1993,February,295074,558780,2040035,279390,0,464,313,0,2525,0,0,3302,Great Smoky Mountain
687,1993,March,293778,633764,2141389,316882,34,1264,329,0,8017,0,0,9644,Great Smoky Mountain
688,1993,April,595500,787632,4444301,393816,34,8572,6415,0,8641,658,0,24320,Great Smoky Mountain
689,1993,May,771472,899266,5896596,449633,1353,14596,11754,0,11273,2125,0,41101,Great Smoky Mountain
690,1993,June,1081371,1021888,8400867,510944,1353,28440,18949,0,11529,4840,0,65111,Great Smoky Mountain
691,1993,July,1558223,1267540,11964743,633770,1460,40042,27881,0,11420,4915,0,85718,Great Smoky Mountain
692,1993,August,1335131,1067142,10427492,533571,1424,39964,26595,0,10865,4620,0,83468,Great Smoky Mountain
693,1993,September,1004463,850164,7689777,425082,1345,25203,17955,0,7038,2561,0,54102,Great Smoky Mountain
694,1993,October,1165569,1051366,8878219,525683,1354,20898,22311,0,12614,3338,0,60515,Great Smoky Mountain
695,1993,November,500087,808934,3745214,404467,852,8198,6972,0,5437,629,0,22088,Great Smoky Mountain
696,1993,December,343812,737800,2394616,368900,0,921,388,0,3604,0,0,4913,Great Smoky Mountain
697,1994,January,249289,462490,1744319,231245,0,733,457,0,2773,0,0,3963,Great Smoky Mountain
698,1994,February,293089,567426,2020163,283713,0,365,237,0,2340,0,0,2942,Great Smoky Mountain
699,1994,March,401451,678556,2881411,339278,291,3901,897,0,5530,0,0,10619,Great Smoky Mountain
700,1994,April,619504,837584,4607894,418792,1377,8190,6105,0,9015,1050,0,25737,Great Smoky Mountain
701,1994,May,708517,937910,5411465,468955,1359,14583,9205,0,11053,1243,0,37443,Great Smoky Mountain
702,1994,June,966509,1434738,7872342,717369,1360,39442,22406,0,10702,5062,0,78972,Great Smoky Mountain
703,1994,July,1328303,1262982,10536330,631491,1427,43979,31307,0,9565,5931,0,92209,Great Smoky Mountain
704,1994,August,1227940,1106610,9925007,553305,1436,47818,31424,0,9448,5768,0,95894,Great Smoky Mountain
705,1994,September,884902,949618,6867163,474809,1309,22863,18769,0,6761,3157,0,52859,Great Smoky Mountain
706,1994,October,1049209,1394786,8183229,697393,1360,23412,26376,0,11229,3077,0,65454,Great Smoky Mountain
707,1994,November,490559,894600,3606142,447300,897,5006,5700,0,5335,886,0,17824,Great Smoky Mountain
708,1994,December,408902,853338,2839558,426669,0,1101,850,0,3369,0,0,5320,Great Smoky Mountain
709,1995,January,264477,568426,1854179,284213,0,903,412,0,3079,0,0,4394,Great Smoky Mountain
710,1995,February,277224,701792,1933279,350896,0,488,203,0,3328,0,0,4019,Great Smoky Mountain
711,1995,March,445804,759906,3269366,379953,351,3649,1142,0,10490,0,0,15632,Great Smoky Mountain
712,1995,April,678827,935356,5180954,467678,1333,12813,8866,0,11035,1338,0,35385,Great Smoky Mountain
713,1995,May,691175,918114,5422204,459057,1359,17264,10264,0,13770,1772,0,44429,Great Smoky Mountain
714,1995,June,1165049,1085595,9215673,542798,1360,38959,22637,0,12162,4113,0,79231,Great Smoky Mountain
715,1995,July,1351579,1266837,10945279,633419,1418,53677,33690,0,12158,5495,0,106438,Great Smoky Mountain
716,1995,August,1171837,1169603,9832555,584802,1456,50701,44271,0,10107,5340,0,111875,Great Smoky Mountain
717,1995,September,953804,1050810,7351008,525405,1309,23740,18461,0,7523,2764,0,53797,Great Smoky Mountain
718,1995,October,1070437,1394785,8290672,697393,1251,22329,25062,0,11447,2616,0,62705,Great Smoky Mountain
719,1995,November,532510,880821,3714529,440411,704,1493,1241,0,3994,343,0,7775,Great Smoky Mountain
720,1995,December,477697,838581,3258759,419291,0,0,0,0,2779,0,0,2779,Great Smoky Mountain
721,1996,January,230199,568426,1576146,284213,0,0,0,0,1669,0,0,1669,Great Smoky Mountain
722,1996,February,380652,632427,2600365,316214,0,0,0,0,2422,0,0,2422,Great Smoky Mountain
723,1996,March,387653,719515,2812874,359758,198,0,0,0,11679,0,0,11877,Great Smoky Mountain
724,1996,April,651175,838034,4928651,419017,1319,8809,7393,0,11534,2531,0,31586,Great Smoky Mountain
725,1996,May,774385,853409,5857596,426705,1358,12879,9212,0,12244,1663,0,37356,Great Smoky Mountain
726,1996,June,1137719,961530,8873690,480765,1378,29561,22314,0,13395,3536,0,70184,Great Smoky Mountain
727,1996,July,1394781,1266837,11015673,633419,1432,46496,30047,0,10545,5351,0,93871,Great Smoky Mountain
728,1996,August,1156114,1169603,9238966,584802,1456,39384,27743,0,11183,4227,0,83993,Great Smoky Mountain
729,1996,September,970447,986500,7328646,493250,1296,18989,17023,0,6821,1999,0,46128,Great Smoky Mountain
730,1996,October,1182349,1152680,8999744,576340,1369,20166,24122,0,12112,2480,0,60249,Great Smoky Mountain
731,1996,November,552780,880821,4006917,440411,1017,4364,5365,0,5245,708,0,16699,Great Smoky Mountain
732,1996,December,447413,848186,3081343,424093,0,547,550,0,3173,0,0,4270,Great Smoky Mountain
733,1997,January,238794,610489,1679909,305245,0,612,357,0,3329,0,0,4298,Great Smoky Mountain
734,1997,February,338695,627311,2325886,313656,0,327,201,0,2321,0,0,2849,Great Smoky Mountain
735,1997,March,483391,801975,3585858,400988,327,4411,1330,0,13040,176,0,19284,Great Smoky Mountain
736,1997,April,652729,1004550,4977154,502275,1335,11203,7996,0,11320,1907,0,33761,Great Smoky Mountain
737,1997,May,764021,853409,6011657,426705,1370,17788,12556,0,14609,3816,0,50139,Great Smoky Mountain
738,1997,June,1091996,961530,8531185,480765,1387,28304,20075,0,14023,4381,0,68170,Great Smoky Mountain
739,1997,July,1743996,1646888,13357493,823444,1443,45821,30709,0,9830,5788,0,93591,Great Smoky Mountain
740,1997,August,1362372,1462003,10704120,731002,1415,44231,26401,0,10817,5649,0,88513,Great Smoky Mountain
741,1997,September,1029761,986500,7795290,493250,1240,23327,16024,0,6399,3027,0,50017,Great Smoky Mountain
742,1997,October,1181685,1152680,8975190,576340,1271,20085,22906,0,12212,2627,0,59101,Great Smoky Mountain
743,1997,November,624029,880821,4435013,440411,970,3512,3759,0,5348,213,0,13802,Great Smoky Mountain
744,1997,December,453606,848186,3122697,424093,0,701,558,0,2996,0,0,4255,Great Smoky Mountain
745,1998,January,263020,610489,1850460,305245,0,701,401,0,3639,0,0,4741,Great Smoky Mountain
746,1998,February,325269,627311,2236731,313656,0,557,340,0,2013,0,0,2910,Great Smoky Mountain
747,1998,March,472838,741558,3424732,370779,395,2939,778,0,10013,4,0,14129,Great Smoky Mountain
748,1998,April,696321,879651,5220304,439826,1312,10114,6634,0,11437,1419,0,30916,Great Smoky Mountain
749,1998,May,847434,957957,6436179,478979,1364,15301,10283,0,12980,2439,0,42367,Great Smoky Mountain
750,1998,June,1145571,1106222,8907537,553111,1406,29992,19816,0,13187,4702,0,69103,Great Smoky Mountain
751,1998,July,1672297,1287681,12843411,643841,1362,43979,30296,0,10429,5681,0,91747,Great Smoky Mountain
752,1998,August,1184421,1066173,9387995,533087,1434,41614,24338,0,9703,4550,0,81639,Great Smoky Mountain
753,1998,September,1047938,944126,7885069,472063,1267,19702,17546,0,6658,2994,0,48167,Great Smoky Mountain
754,1998,October,1179433,1180978,8980725,590489,1271,20279,23372,0,12463,2897,0,60282,Great Smoky Mountain
755,1998,November,729487,973274,5229861,486637,973,5377,6455,0,5511,410,0,18726,Great Smoky Mountain
756,1998,December,425366,895020,2948865,447510,0,863,850,0,3453,0,0,5166,Great Smoky Mountain
757,1999,January,302467,629681,2107111,314841,0,521,234,0,3504,0,0,4259,Great Smoky Mountain
758,1999,February,352912,640427,2425221,320214,0,331,185,0,2550,0,0,3066,Great Smoky Mountain
759,1999,March,454227,746209,3304754,373105,360,3659,677,0,9724,0,0,14420,Great Smoky Mountain
760,1999,April,745755,873458,5525189,436729,1319,10138,6653,0,10452,793,0,29355,Great Smoky Mountain
761,1999,May,877679,933680,6562954,466840,1364,12938,9655,0,11800,2240,0,37997,Great Smoky Mountain
762,1999,June,1250890,1024739,9709470,512370,1359,35235,21787,0,10369,5735,0,74485,Great Smoky Mountain
763,1999,July,1674267,1134001,12786139,567001,1395,42868,26880,0,10373,6202,0,87718,Great Smoky Mountain
764,1999,August,1206176,973396,9424145,486698,1353,39468,21374,0,8640,4516,0,75351,Great Smoky Mountain
765,1999,September,1081556,991171,8110823,495586,1267,20378,17379,0,6215,2919,0,48158,Great Smoky Mountain
766,1999,October,1136547,1139333,8654681,569667,1353,19826,22668,0,11414,2858,0,58119,Great Smoky Mountain
767,1999,November,741325,1011865,5267934,505933,896,4700,5598,0,4966,196,0,16356,Great Smoky Mountain
768,1999,December,459797,913947,3176726,456974,0,1107,871,0,2987,0,0,4965,Great Smoky Mountain
769,2000,January,311269,629681,2162794,314841,0,872,389,0,2800,0,0,4061,Great Smoky Mountain
770,2000,February,443683,640427,3035958,320214,0,368,260,0,2481,0,0,3109,Great Smoky Mountain
771,2000,March,525438,746209,3824544,373105,502,5188,2143,0,8511,433,0,16777,Great Smoky Mountain
772,2000,April,725456,873458,5343489,436729,1289,8163,6075,0,9817,1423,0,26767,Great Smoky Mountain
773,2000,May,847421,933680,6348816,466840,1364,14453,8695,0,10522,2346,0,37380,Great Smoky Mountain
774,2000,June,1167097,1024739,9062207,512370,1359,32561,20014,0,10429,5312,0,69675,Great Smoky Mountain
775,2000,July,1703605,1134001,12910686,567001,1395,41326,27272,0,8460,5116,0,83569,Great Smoky Mountain
776,2000,August,1147933,973396,8836175,486698,1310,32555,18917,0,7330,4006,0,64118,Great Smoky Mountain
777,2000,September,1009287,913947,7584956,456974,1267,19231,17439,0,5164,2759,0,45860,Great Smoky Mountain
778,2000,October,1208590,1139333,9039251,569667,1291,18833,21360,0,7962,2984,0,52430,Great Smoky Mountain
779,2000,November,668947,1011865,4730649,505933,837,3075,5359,0,4176,0,0,13447,Great Smoky Mountain
780,2000,December,417086,913947,2869246,456974,0,545,249,0,3002,0,0,3796,Great Smoky Mountain
781,2001,January,297855,629681,2064431,314841,0,574,217,0,2800,0,0,3591,Great Smoky Mountain
782,2001,February,362356,640427,2485172,320214,0,493,349,0,2023,0,0,2865,Great Smoky Mountain
783,2001,March,467539,746209,3370292,373105,502,2097,791,0,9478,185,0,13053,Great Smoky Mountain
784,2001,April,706543,956684,5112808,478342,1245,6102,3891,0,9149,461,0,20848,Great Smoky Mountain
785,2001,May,758423,997317,5728757,498659,1305,13697,9796,0,9994,1331,0,36123,Great Smoky Mountain
786,2001,June,1085811,1102140,8351391,551070,1381,25667,19879,0,9512,3832,0,60271,Great Smoky Mountain
787,2001,July,1373170,1134001,10532500,567001,1455,30591,29577,0,7751,5186,0,74560,Great Smoky Mountain
788,2001,August,1121119,973396,8549426,486698,1367,30242,17369,0,4776,4275,0,58029,Great Smoky Mountain
789,2001,September,989884,913947,7410540,456974,1260,16961,16176,0,5905,3042,0,43344,Great Smoky Mountain
790,2001,October,1095602,1139333,8268069,569667,1275,17239,22070,0,8182,2984,0,51750,Great Smoky Mountain
791,2001,November,595586,1011865,4221786,505933,836,2566,4730,0,4276,132,0,12540,Great Smoky Mountain
792,2001,December,343809,913947,2378121,456974,0,495,302,0,3073,0,0,3870,Great Smoky Mountain
793,2002,January,287352,629681,1980440,314841,0,250,164,0,2411,0,0,2825,Great Smoky Mountain
794,2002,February,350391,640427,2410118,320214,0,493,349,0,2329,0,0,3171,Great Smoky Mountain
795,2002,March,522266,746209,3789730,373105,298,3734,1447,0,10223,304,0,16006,Great Smoky Mountain
796,2002,April,674470,956684,4884468,478342,1247,5134,4627,0,8434,674,0,20116,Great Smoky Mountain
797,2002,May,789882,997317,5940726,498659,1305,12884,10501,0,10078,1388,0,36156,Great Smoky Mountain
798,2002,June,1159339,1102140,8877114,551070,1431,25832,21434,0,9339,4042,0,62078,Great Smoky Mountain
799,2002,July,1359477,1134001,10620588,567001,1488,41356,30269,0,7549,4190,0,84852,Great Smoky Mountain
800,2002,August,1090431,973396,8397612,486698,1435,29628,18403,0,7403,4269,0,61138,Great Smoky Mountain
801,2002,September,947207,913947,7006642,456974,1293,14298,14128,0,4519,2415,0,36653,Great Smoky Mountain
802,2002,October,1104852,1139333,8382780,569667,1293,18831,23567,0,8182,2880,0,54753,Great Smoky Mountain
803,2002,November,676504,1011865,4747063,505933,1009,2112,4026,0,4276,60,0,11483,Great Smoky Mountain
804,2002,December,354249,913947,2444498,456974,0,301,280,0,3073,0,0,3654,Great Smoky Mountain
805,2003,January,305430,629681,2105145,314841,0,270,139,0,2600,0,0,3009,Great Smoky Mountain
806,2003,February,332223,640427,2278023,320214,0,210,60,0,2329,0,0,2599,Great Smoky Mountain
807,2003,March,533896,746209,3833124,373105,311,3002,1466,0,8847,394,0,14020,Great Smoky Mountain
808,2003,April,701080,944892,5149513,472446,1238,7898,6608,0,8434,866,0,25044,Great Smoky Mountain
809,2003,May,780366,1018162,5920400,509081,1339,12878,12134,0,10078,2219,0,38648,Great Smoky Mountain
810,2003,June,1156774,1201755,8802291,600878,1396,25910,19204,0,8227,4051,0,58788,Great Smoky Mountain
811,2003,July,1326666,1134001,10286891,567001,1481,37705,27912,0,7156,4129,0,78383,Great Smoky Mountain
812,2003,August,1109676,973396,8473105,486698,1435,29972,16346,0,6762,3548,0,58063,Great Smoky Mountain
813,2003,September,807827,913947,6074751,456974,1332,15183,14531,0,3565,2312,0,36923,Great Smoky Mountain
814,2003,October,1239051,1139333,9258983,569667,1336,18603,22662,0,8437,2252,0,53290,Great Smoky Mountain
815,2003,November,658929,1011865,4651090,505933,1021,2344,4927,0,4297,160,0,12749,Great Smoky Mountain
816,2003,December,414927,913947,2853640,456974,0,515,826,0,2392,0,0,3733,Great Smoky Mountain
817,2004,January,307017,629681,2123843,314841,0,448,283,0,2737,0,0,3468,Great Smoky Mountain
818,2004,February,336212,640427,2311968,320214,0,390,288,0,2329,0,0,3007,Great Smoky Mountain
819,2004,March,506804,746209,3643099,373105,382,3428,1269,0,8347,139,0,13565,Great Smoky Mountain
820,2004,April,675350,944892,4951075,472446,1270,6500,5718,0,8463,1633,0,23584,Great Smoky Mountain
821,2004,May,774049,997317,5844604,498659,1327,11226,12337,0,10295,1558,0,36743,Great Smoky Mountain
822,2004,June,1076888,1201755,8293220,600878,1374,25263,21525,0,8265,3947,0,60374,Great Smoky Mountain
823,2004,July,1355683,1134001,10514351,567001,1459,36940,30394,0,7533,3912,0,80238,Great Smoky Mountain
824,2004,August,1002046,973396,7500754,486698,1368,20533,12858,0,6762,2309,0,43830,Great Smoky Mountain
825,2004,September,876758,913947,6424425,456974,1332,11815,12409,0,3565,1314,0,30435,Great Smoky Mountain
826,2004,October,1158267,1139333,8671048,569667,1336,17028,21526,0,8501,2323,0,50714,Great Smoky Mountain
827,2004,November,630539,1011865,4420185,505933,0,2079,3931,0,4297,148,0,10455,Great Smoky Mountain
828,2004,December,467433,913947,3205760,456974,0,578,421,0,2693,0,0,3692,Great Smoky Mountain
829,2005,January,345009,629681,2373673,314841,0,428,416,0,2311,0,0,3155,Great Smoky Mountain
830,2005,February,347144,640427,2383943,320214,0,338,255,0,2329,0,0,2922,Great Smoky Mountain
831,2005,March,524650,746209,3766078,373105,453,3276,1470,0,8439,101,0,13739,Great Smoky Mountain
832,2005,April,652265,944892,4701858,472446,1182,5277,4302,0,6895,552,0,18208,Great Smoky Mountain
833,2005,May,767056,997317,5810769,498659,1361,13149,10117,0,9219,3649,0,37495,Great Smoky Mountain
834,2005,June,1124130,1201755,8641349,600878,1360,24793,23788,0,8227,3958,0,62126,Great Smoky Mountain
835,2005,July,1333994,1134001,10331049,567001,1468,36518,27930,0,7533,4644,0,78093,Great Smoky Mountain
836,2005,August,997352,973396,7499525,486698,1368,19824,14915,0,6762,2693,0,45562,Great Smoky Mountain
837,2005,September,854342,913947,6278288,456974,1332,11420,12835,0,3565,1540,0,30692,Great Smoky Mountain
838,2005,October,1054311,1139333,7890655,569667,1336,15836,18059,0,8501,2307,0,46039,Great Smoky Mountain
839,2005,November,721684,1011865,5085084,505933,0,3695,5940,0,3798,17,0,13450,Great Smoky Mountain
840,2005,December,470540,913947,3221618,456974,0,578,421,0,2406,0,0,3405,Great Smoky Mountain
841,2006,January,363998,629681,2502415,314841,0,486,423,0,2311,0,0,3220,Great Smoky Mountain
842,2006,February,332912,640427,2282720,320214,0,185,89,0,2329,0,0,2603,Great Smoky Mountain
843,2006,March,557555,746209,3990875,373105,453,3215,1421,0,8439,421,0,13949,Great Smoky Mountain
844,2006,April,725298,991316,5265408,495658,1331,6446,5565,0,8212,812,0,22366,Great Smoky Mountain
845,2006,May,732978,1005993,5581239,502997,1352,11475,12390,0,8982,3266,0,37465,Great Smoky Mountain
846,2006,June,1113186,1119985,8564374,559993,1419,26686,21507,0,7355,4963,0,61930,Great Smoky Mountain
847,2006,July,1280865,1365339,9905508,682670,1532,33414,26179,0,7533,5520,0,74178,Great Smoky Mountain
848,2006,August,920331,1085649,6972201,542825,1368,20434,13193,0,6762,3248,0,45005,Great Smoky Mountain
849,2006,September,928487,1020030,6864182,510015,1303,15001,13156,0,3565,2675,0,35700,Great Smoky Mountain
